measure,location,sex,age,cause,rei,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Suriname,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2017,2168.64332626906,2888.3099132544,1475.58221290568
DALYs (Disability-Adjusted Life Years),Suriname,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2018,2226.77694124983,3047.37386374245,1459.63542046863
DALYs (Disability-Adjusted Life Years),Suriname,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2019,2255.28187848299,3285.3634131155695,1272.06541453012
DALYs (Disability-Adjusted Life Years),Central African Republic,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2010,208.83547512575,347.37334569844,110.27605977888
DALYs (Disability-Adjusted Life Years),Central African Republic,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2011,211.87606546356,339.93000489586,120.37601874193
DALYs (Disability-Adjusted Life Years),Central African Republic,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2012,215.07169851773,346.33186720509,127.23587030556999
DALYs (Disability-Adjusted Life Years),Central African Republic,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2013,221.82395771395002,348.51404409662,133.32645987205
DALYs (Disability-Adjusted Life Years),Central African Republic,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2014,224.76761789023,372.71745202345,130.07392323041
DALYs (Disability-Adjusted Life Years),Central African Republic,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2015,225.40086630689,395.24586313947003,120.14764623941998
DALYs (Disability-Adjusted Life Years),Central African Republic,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2016,220.94925538298997,355.70219814208997,128.67238354443998
DALYs (Disability-Adjusted Life Years),Central African Republic,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2017,213.03806885173,332.54404410047,131.55324365516
DALYs (Disability-Adjusted Life Years),Central African Republic,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2018,204.06490636988,327.44475752588,119.62779511129999
DALYs (Disability-Adjusted Life Years),Central African Republic,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2019,196.77993546637,328.73840998216,104.48035704462
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2010,778.32411862128,1428.33739742953,289.70093191411996
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2011,748.98628603476,1212.00529512063,350.93914852009
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2012,735.2108216670799,1126.65372849751,391.25537807298
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2013,785.32276882145,1199.9643351106802,415.70448114391
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2014,808.39402626886,1282.98958492995,418.51726277582
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2015,815.88780784068,1362.40948224314,350.39928344664
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2016,849.8878109275199,1308.43785354418,447.48580198357996
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2017,818.3732596418299,1229.8383958122702,451.49122704521
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2018,787.0225235327599,1272.8919860498,379.89856580792
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2019,771.8940018795099,1418.11474501442,274.38431350328
DALYs (Disability-Adjusted Life Years),Gabon,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2010,519.83788583479,817.16849988696,271.58304038973
DALYs (Disability-Adjusted Life Years),Gabon,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2011,519.27331851671,773.43456434954,284.83552015007
DALYs (Disability-Adjusted Life Years),Gabon,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2012,525.75241657785,754.51138330664,318.22641301458003
DALYs (Disability-Adjusted Life Years),Gabon,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2013,535.82452641718,766.83947009605,330.9817172042
DALYs (Disability-Adjusted Life Years),Gabon,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2014,545.7784044609799,780.28056111939,329.55362139685
DALYs (Disability-Adjusted Life Years),Gabon,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2015,551.76615891087,827.76006013528,310.12225170177004
DALYs (Disability-Adjusted Life Years),Gabon,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2016,538.30813158092,788.7188444222801,330.41383199805
DALYs (Disability-Adjusted Life Years),Gabon,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2017,518.08775320368,765.93932465439,320.86965726268
DALYs (Disability-Adjusted Life Years),Gabon,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2018,498.77888923291005,759.0893842263599,301.81598220217
DALYs (Disability-Adjusted Life Years),Gabon,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2019,487.3457384604,786.30976496633,277.95882497141
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2010,521.58947342195,863.26361728461,266.26023956419
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2011,519.9711025417199,850.19860992424,270.08445490479
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2012,526.8443940776,854.1015224900001,273.82153720559
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2013,535.18711780697,874.5805862602299,280.71203400218
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2014,545.13581199775,880.36474966251,281.82749325775
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2015,546.03192555706,901.63769378706,279.97828566148996
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2016,538.56367615675,869.8915555092101,279.86826206278
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2017,533.31785602256,852.52918744124,264.92997907764
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2018,524.3903511548999,851.62417817917,247.8056658002
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Both,Age-standardized,Cardiovascular diseases,Ambient particulate matter pollution,Rate,2019,514.07103443157,860.92349443982,236.50179151114
DALYs (Disability-Adjusted Life Years),Ecuador,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2010,1119.14614016801,1554.8460145215,702.33649731442
DALYs (Disability-Adjusted Life Years),Ecuador,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2011,1052.9130332161299,1425.9318080108,684.8347138482
DALYs (Disability-Adjusted Life Years),Ecuador,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2012,1035.77302448826,1376.22341669965,688.94465882751
DALYs (Disability-Adjusted Life Years),Ecuador,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2013,1018.22716825799,1327.60909475265,692.58641173547
DALYs (Disability-Adjusted Life Years),Ecuador,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2014,1010.1006890895,1326.79243522785,696.4629463799
DALYs (Disability-Adjusted Life Years),Ecuador,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2015,983.45739724556,1296.07869465626,666.47744321778
DALYs (Disability-Adjusted Life Years),Ecuador,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2016,989.9954277960501,1299.2865488369898,686.29819622689
DALYs (Disability-Adjusted Life Years),Ecuador,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2017,974.37834598281,1260.48653928199,677.57997600932
DALYs (Disability-Adjusted Life Years),Ecuador,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2018,949.7179905238,1254.69577293977,649.36333907705
DALYs (Disability-Adjusted Life Years),Ecuador,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2019,897.86743510805,1257.439601279,585.6168802268701
DALYs (Disability-Adjusted Life Years),Libya,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2010,205.32511656402002,287.18312970612,144.85803517732
DALYs (Disability-Adjusted Life Years),Libya,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2011,202.97139574043,273.48512594669,146.45719812219
DALYs (Disability-Adjusted Life Years),Libya,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2012,187.68450236255,247.34408056731002,137.95780480078
DALYs (Disability-Adjusted Life Years),Libya,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2013,172.84014638665,230.37240679735,126.86818922184001
DALYs (Disability-Adjusted Life Years),Libya,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2014,162.57632362149,220.87487294515,117.10002349487
DALYs (Disability-Adjusted Life Years),Libya,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2015,158.02978698092,222.00879007046998,108.12072436437
DALYs (Disability-Adjusted Life Years),Libya,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2016,160.46953529925,217.72806580175998,112.5299752472
DALYs (Disability-Adjusted Life Years),Libya,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2017,162.54776303794,219.82265201510998,114.28775567493
DALYs (Disability-Adjusted Life Years),Libya,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2018,162.87310260147999,222.57287961167,111.42280590113
DALYs (Disability-Adjusted Life Years),Libya,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2019,162.40996713187,229.35150164843,104.74358952375
DALYs (Disability-Adjusted Life Years),Congo,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2010,367.01038146221,701.63710743554,147.40111400464
DALYs (Disability-Adjusted Life Years),Congo,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2011,377.48722951408,678.8789176371499,161.87587084681002
DALYs (Disability-Adjusted Life Years),Congo,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2012,400.44178658984004,706.66807662318,175.54809351823002
DALYs (Disability-Adjusted Life Years),Congo,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2013,426.53529594874004,737.1875247467,195.65784448421
DALYs (Disability-Adjusted Life Years),Congo,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2014,446.25100795868,782.74956536183,192.57727532889
DALYs (Disability-Adjusted Life Years),Congo,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2015,449.57391968384997,818.09124114346,183.18517698184
DALYs (Disability-Adjusted Life Years),Congo,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2016,442.20093002279,770.86505631566,197.55404284220998
DALYs (Disability-Adjusted Life Years),Congo,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2017,436.90639162243997,756.96541001234,196.29868657985998
DALYs (Disability-Adjusted Life Years),Congo,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2018,431.95408401682,731.0688535419499,196.19635143870002
DALYs (Disability-Adjusted Life Years),Congo,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2019,428.07049264744006,759.71278807754,183.91787895241
DALYs (Disability-Adjusted Life Years),Palestine,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2010,136.20675233559,186.77462344264998,93.57009920406
DALYs (Disability-Adjusted Life Years),Palestine,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2011,132.52070915022,175.24242404244,93.34301857638
DALYs (Disability-Adjusted Life Years),Palestine,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2012,124.57905947929,161.89889364766,90.8151303689
DALYs (Disability-Adjusted Life Years),Palestine,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2013,116.02052246056,150.57070108851,84.30031348493
DALYs (Disability-Adjusted Life Years),Palestine,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2014,111.85519496726,147.98831040138998,78.74513073531999
DALYs (Disability-Adjusted Life Years),Palestine,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2015,110.77050281047,149.92431239448,74.90593704812001
DALYs (Disability-Adjusted Life Years),Palestine,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2016,106.96676745394001,140.60586854285998,76.27000484666
DALYs (Disability-Adjusted Life Years),Palestine,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2017,103.29611481085,133.62674065965,75.01161159868
DALYs (Disability-Adjusted Life Years),Palestine,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2018,101.06240188984,135.75441362469002,73.35470314524
DALYs (Disability-Adjusted Life Years),Palestine,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2019,100.78894083896999,139.89012458622,67.2789763734
DALYs (Disability-Adjusted Life Years),Oman,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2010,156.86045638635,216.29270340690002,110.5992326775
DALYs (Disability-Adjusted Life Years),Oman,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2011,156.61796369261,211.30519843881,115.43592427869999
DALYs (Disability-Adjusted Life Years),Oman,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2012,158.9419772921,211.01725446016,120.34096052622
DALYs (Disability-Adjusted Life Years),Oman,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2013,161.89655533974,213.4149600385,122.74333437404
DALYs (Disability-Adjusted Life Years),Oman,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2014,167.76199845771,225.41956387385997,123.94689840764
DALYs (Disability-Adjusted Life Years),Oman,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2015,175.51980182761,237.17192397431,124.10606194102
DALYs (Disability-Adjusted Life Years),Oman,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2016,180.5221309854,233.70268264778002,130.56546905432
DALYs (Disability-Adjusted Life Years),Oman,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2017,172.40943169401,220.9853418923,127.85918071200001
DALYs (Disability-Adjusted Life Years),Oman,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2018,158.52922141952,204.72474660913,116.94677673237
DALYs (Disability-Adjusted Life Years),Oman,Both,Age-standardized,Chronic respiratory diseases,Ambient particulate matter pollution,Rate,2019,152.10754495419,205.27193181363,106.09356454694999
DALYs (Disability-Adjusted Life Years),Burundi,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2010,62.12635156327,111.25054785428,31.290024451
DALYs (Disability-Adjusted Life Years),Burundi,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2011,62.60239528809,105.61662051132,34.09087081493
DALYs (Disability-Adjusted Life Years),Burundi,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2012,62.81618476695,100.98541182307001,34.23735597784
DALYs (Disability-Adjusted Life Years),Burundi,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2013,62.17397229993,101.13818038368001,33.76956680312
DALYs (Disability-Adjusted Life Years),Burundi,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2014,62.25283040038,106.67678153026002,32.198305155039996
DALYs (Disability-Adjusted Life Years),Burundi,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2015,62.70444004645999,113.17723566965002,30.47831054258
DALYs (Disability-Adjusted Life Years),Burundi,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2016,62.58105202338,103.05813443994,33.142692932050004
DALYs (Disability-Adjusted Life Years),Burundi,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2017,61.471708503849996,98.15945814989999,34.88825445383
DALYs (Disability-Adjusted Life Years),Burundi,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2018,61.138485843560005,101.57391632076,32.99237858268
DALYs (Disability-Adjusted Life Years),Burundi,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2019,61.11403291317,108.11726993107001,28.59855083757
DALYs (Disability-Adjusted Life Years),Comoros,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2010,35.97919020018,63.895122457010004,18.59183854705
DALYs (Disability-Adjusted Life Years),Comoros,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2011,36.650312975119995,61.51967210916,20.09598620427
DALYs (Disability-Adjusted Life Years),Comoros,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2012,37.06198959396,61.92467680588,20.60469741545
DALYs (Disability-Adjusted Life Years),Comoros,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2013,37.80472706547,61.4646668054,20.52694255881
DALYs (Disability-Adjusted Life Years),Comoros,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2014,40.006513653910005,66.95405795008,20.39890326062
DALYs (Disability-Adjusted Life Years),Comoros,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2015,40.48857924654,72.52494334943,19.75466175975
DALYs (Disability-Adjusted Life Years),Comoros,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2016,39.95962202389,70.64031070441,20.13771796915
DALYs (Disability-Adjusted Life Years),Comoros,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2017,38.46070185279,66.65705075777001,18.5843056508
DALYs (Disability-Adjusted Life Years),Comoros,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2018,36.7667599192,65.51693408902,17.7178601775
DALYs (Disability-Adjusted Life Years),Comoros,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2019,36.5651199273,67.53480057342999,16.97935583616
DALYs (Disability-Adjusted Life Years),Djibouti,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2010,561.81939683931,990.3880348818001,266.65076912109
DALYs (Disability-Adjusted Life Years),Djibouti,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2011,565.98799993081,947.05550377651,295.75532032343
DALYs (Disability-Adjusted Life Years),Djibouti,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2012,569.78911770527,928.7564750003601,307.59977859426
DALYs (Disability-Adjusted Life Years),Djibouti,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2013,572.94458853985,944.12976477289,305.99360830281
DALYs (Disability-Adjusted Life Years),Djibouti,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2014,570.48029749769,960.98099392486,285.61577132287
DALYs (Disability-Adjusted Life Years),Djibouti,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2015,570.74913971899,1020.54652639131,267.17431950483
DALYs (Disability-Adjusted Life Years),Djibouti,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2016,562.9040370505301,949.41021851544,292.47583643027
DALYs (Disability-Adjusted Life Years),Djibouti,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2017,556.00826603751,896.4510334361801,303.18252830613
DALYs (Disability-Adjusted Life Years),Djibouti,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2018,539.27976868504,871.7630827250799,288.77654242485
DALYs (Disability-Adjusted Life Years),Djibouti,Both,Age-standardized,Stroke,Ambient particulate matter pollution,Rate,2019,527.00340643476,935.07493493287,245.54555550296
DALYs (Disability-Adjusted Life Years),Eritrea,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2010,144.4982844613,250.96346207864,74.17230676996
DALYs (Disability-Adjusted Life Years),Eritrea,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2011,143.90456669564,238.68177043345,75.80828655414
DALYs (Disability-Adjusted Life Years),Eritrea,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2012,144.9762080857,234.32276274088,81.19615167473
DALYs (Disability-Adjusted Life Years),Eritrea,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2013,146.2620645775,235.574434199,83.69628407939
DALYs (Disability-Adjusted Life Years),Eritrea,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2014,143.23611769143,237.77143070612001,78.30454743244
DALYs (Disability-Adjusted Life Years),Eritrea,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2015,146.12043431801,253.52475547343002,72.84909207547
DALYs (Disability-Adjusted Life Years),Eritrea,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2016,144.36505958469,239.84074775780002,77.26420427346
DALYs (Disability-Adjusted Life Years),Eritrea,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2017,144.04627906478,241.90683468438002,79.01338426
DALYs (Disability-Adjusted Life Years),Eritrea,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2018,141.04212431218,242.61871281617,73.62931434126
DALYs (Disability-Adjusted Life Years),Eritrea,Both,Age-standardized,Ischemic heart disease,Ambient particulate matter pollution,Rate,2019,137.26991194915,246.81998013767003,66.16331360965
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2010,1745.200897788,2632.92561978827,791.7103101202
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2011,1699.1078216702701,2411.34821529115,926.91319775652
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2012,1666.83574088491,2277.65910103836,1000.8849020250799
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2013,1753.1839285227402,2410.80051725261,1053.15838298273
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2014,1794.3708714118297,2499.6200899334,1091.67455304851
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2015,1802.95935710056,2585.48425774233,1009.84954151431
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2016,1865.90853070031,2552.35633178439,1186.51333836048
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2017,1806.78924223201,2536.658591685,1186.32537020508
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2018,1751.60917262774,2484.90311821961,996.12741179528
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2019,1734.3246579318,2617.69855658897,816.60417522244
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2010,911.3833375916499,1250.0127685754,563.5074609201699
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2011,857.2642037045899,1143.6384100054602,534.88024317473
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2012,836.55412293989,1088.5424332978,518.51616848178
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2013,813.97824609532,1056.28964782205,523.95225112115
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2014,787.8746298585299,1025.7561796964999,512.92956763575
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2015,775.78061816157,1020.91822471415,522.8132965717
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2016,748.0096835071599,954.8818456522201,516.61978502274
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2017,692.96455615749,883.0943172010299,479.40131243309
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2018,664.11664291451,860.7877920772901,438.83891910611
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,All causes,Ambient particulate matter pollution,Rate,2019,620.00045844179,822.10183165292,402.07019365858
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2010,110.95415394179,147.23050599637,78.14351326834
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2011,103.67770260780999,134.39758927365,74.16910084304999
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2012,97.53060315702,124.6764205106,70.96220672532999
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2013,93.68133538881,120.95488340553,67.18284019558999
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2014,89.37242285694,117.59403068956,62.88055111135
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2015,84.64661089321001,114.60042243595,58.546032081190006
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2016,80.27219796827,107.16525256448,57.609827693849994
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2017,73.48045486566,97.10478240071001,52.26237264941
DALYs (Disability-Adjusted Life Years),Colombia,Both,Age-standardized,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Rate,2018,68.39674337958999,91.08497765538,46.19593602258
